name,officePhone,Officefax,Website,Email,lastUpdated,companyType,hospitalOwnedorAffiliated,hoursOfOperation,UCAOACertifiedUrgentCareIssued,certificationValidThrough,aboutTheCompany,companyCategories,city,state,country,zip,Address1,Address2,url
RIGHTTIME CARE CENTER - COLUMBIA,410 531-2487 (Phone),,https://www.myrighttime.com/columbia,eblack@pcasi.com,12/22/2017,Member Clinic,,,2012 - Q3,2018 - Q3,,,Columbia,Maryland,United States,21044-3898,6334 Cedar Ln,Ste A,http://ucaoa.site-ym.com/members/?id=15421268
RIGHTTIME MEDICAL CARE GAITHERSBURG,301 216-1245 (Phone),,https://www.myrighttime.com/gaithersburg,eblack@pcasi.com,12/22/2017,Member Clinic,,,2012 - Q3,2018 - Q3,,,Gaithersburg,Maryland,United States,20878-2780,882 Muddy Branch Rd,,http://ucaoa.site-ym.com/members/?id=15421269
RIGHTTIME CARE CENTER WAUGH CHAPEL,410 721-2604 (Phone),,https://www.myrighttime.com/waughchapel,eblack@pcasi.com,12/22/2017,Member Clinic,,,2012 - Q3,2018 - Q3,,,Gambrills,Maryland,United States,21054-1691,2401 Brandermill Blvd,Ste 100,http://ucaoa.site-ym.com/members/?id=15421270
RIGHTTIME MEDICAL CARE PASADENA,410 544-2075 (Phone),,https://www.myrighttime.com/pasadena,eblack@pcasi.com,12/22/2017,Member Clinic,,,2012 - Q3,2018 - Q3,,,Pasadena,Maryland,United States,21122-6925,8125 Ritchie Hwy,Ste H,http://ucaoa.site-ym.com/members/?id=15421271
RIGHTTIME MEDICAL CARE ROCKVILLE,301 881-0103 (Phone),,https://www.myrighttime.com/rockville,eblack@pcasi.com,12/22/2017,Member Clinic,,,2012 - Q3,2018 - Q3,,,Rockville,Maryland,United States,20852-1608,12220  Pike,,http://ucaoa.site-ym.com/members/?id=15421272
ROCHESTER IMMEDIATE CARE-WEBSTER,585 872-2273 (Phone),"
585 872-2275 (Fax)",http://www.rochesterimmediatecare.com/,Joe_Chow@teamhealth.com,12/22/2017,Member Clinic,Y,as of 8/23/17: M-F: 9am-9pm S/S: 9am-8pm,,,,,Webster,New York,United States,14580-2952,1065 Ridge Rd,,http://ucaoa.site-ym.com/members/?id=15421275
ROCKBROOK URGENT CARE,402 933-8201 (Phone),"
402 933-8301 (Fax)",http://www.rockbrookuc.com/,mmertz2000@gmail.com,12/22/2017,Member Clinic,N,,2013 - Q1,2019 - Q1,,,Omaha,Nebraska,United States,68144-4800,2821 S 108th St,Ste 3,http://ucaoa.site-ym.com/members/?id=15421276
MEDACCESS URGENT CARE ROXBORO,336 330-0400 (Phone),,http://www.medaccess-uc.com/,phillips27574@gmail.com,2/27/2018,Member Clinic,N,"as of 7/31/17: M-Th: 7am-7pm, F: 7am-4pm, Sat-Sun: 8am-4pm",2009 - Q2,2018 - Q2,,,Roxboro,North Carolina,United States,27573-2741,3762 Durham Rd,,http://ucaoa.site-ym.com/members/?id=15421278
SADDLEBACK FAMILY & UCC-LAKE FOREST,949 452-7544 (Phone),,http://www.cep.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Lake Forest,California,United States,92630-1656,22855  Dr,Ste A,http://ucaoa.site-ym.com/members/?id=15421279
SADDLEBACK FAMILY & UCC-MISSION VIEJO,949 452-7699 (Phone),,http://www.cep.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Mission Viejo,California,United States,92691-3940,23962 Alicia Pkwy,Ste 1,http://ucaoa.site-ym.com/members/?id=15421280
SALINAS URGENT CARE,831 755-7880 (Phone),"
831 755-7886 (Fax)",http://www.doctorsonduty.com/,managermf@doctorsonduty.com,12/22/2017,Member Clinic,,M-F: 8am - 6pm,,,,,Salinas,California,United States,93901-4326,558 Abbott St,Ste A,http://ucaoa.site-ym.com/members/?id=15421281
SAMARITAN MEDICAL CARE CENTER,408 281-2772 (Phone),,http://www.cepamerica.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,San Jose,California,United States,95123-3212,554 Blossom Hill Rd,,http://ucaoa.site-ym.com/members/?id=15421282
SANFORD 26TH & SYCAMORE ACUTE CARE AND ORTHOPEDIC FAST TRACK CLINIC,605 332-2883 (Phone),,http://www.sanfordhealth.org/,jon.pociask@sanfordhealth.org,12/22/2017,Member Clinic,Y,,,,,,Sioux Falls,South Dakota,United States,57103-4188,4405 E 26th St,Ste 1,http://ucaoa.site-ym.com/members/?id=15421283
SANFORD 41ST & SERTOMA ACUTE CARE AND ORTHOPEDIC FAST TRACK CLINIC,605 332-2883 (Phone),,http://www.sanfordhealth.org/,jon.pociask@sanfordhealth.org,12/22/2017,Member Clinic,Y,,,,,,Sioux Falls,South Dakota,United States,57106-6037,7220 W 41st St,Ste 101,http://ucaoa.site-ym.com/members/?id=15421284
SANFORD 69TH & MINNESOTA ACUTE CARE & ORTHOPEDIC FAST TRACK CLINIC,605 332-2883 (Phone),,http://www.sanfordhealth.org/,jon.pociask@sanfordhealth.org,12/22/2017,Member Clinic,Y,,,,,,Sioux Falls,South Dakota,United States,57108-2572,6110 S Minnesota Ave,Ste 100,http://ucaoa.site-ym.com/members/?id=15421285
ADVOCATE SHERMAN OUTPATIENT CENTERS ALGONQUIN,224 783-4300 (Phone),,http://www.cep.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Algonquin,Illinois,United States,60102,600 S Randall Road,,http://ucaoa.site-ym.com/members/?id=15421287
ADVOCATE SHERMAN OUTPATIENT CENTERS ROYAL BOULEVARD,224 783-4410 (Phone),,http://www.cepamerica.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Elgin,Illinois,United States,60123-4717,2320 Royal Blvd,,http://ucaoa.site-ym.com/members/?id=15421288
ADVOCATE SHERMAN OUTPATIENT CENTERS SOUTH ELGIN,224 783-5000 (Phone),,http://www.cep.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,South Elgin,Illinois,United States,60177,2000 McDonald Road,,http://ucaoa.site-ym.com/members/?id=15421289
SHERWOOD URGENT CARE CONWAY,501 505-8400 (Phone),,http://www.urgentteam.com/sherwood-urgent-care,jburns@sherwoodurgentcare.com,12/22/2017,Member Clinic,N,"as of 11/13/17: M-F: 8am - 8pm, Sat: 8am - 6pm, Sun: 1pm - 6pm",,,,,Conway,Arkansas,United States,72032-7120,222 E Dave Ward Dr,,http://ucaoa.site-ym.com/members/?id=15421290
MERCY URGENT CARE BREVARD,828 883-2600 (Phone),,http://www.mercyurgentcare.org/,lsingleton@somsc.org,12/22/2017,Member Clinic,N,,2010 - Q1,2013 - Q1,,,Brevard,North Carolina,United States,28712-4334,22 Trust Ln,Ste 3,http://ucaoa.site-ym.com/members/?id=15421291
MERCY URGENT CARE SOUTH,828 274-1462 (Phone),,http://www.urgentcares.org/,bchambers@mercyurgentcare.org,12/22/2017,Member Clinic,N,,2010 - Q1,2013 - Q1,,,Asheville,North Carolina,United States,28803-3515,1833 Hendersonville Rd,Ste 140,http://ucaoa.site-ym.com/members/?id=15421292
MERCY URGENT CARE WEAVERVILLE,828 645-5088 (Phone),,http://www.urgentcares.org/,sharon@mercyurgentcare.org,12/22/2017,Member Clinic,N,,,,,,Weaverville,North Carolina,United States,28787-9804,61 Weaver Blvd,Ste 105,http://ucaoa.site-ym.com/members/?id=15421293
SOUTH GEORGIA IMMEDIATE CARE - STATESBORO,912 871-5150 (Phone),"
912 871-5154 (Fax)",http://yourimmediatecarecenters.com/,tsummers@geamba.com,12/22/2017,Member Clinic,,,,,,,Statesboro,Georgia,United States,30458,1096 Bermuda Run Road,,http://ucaoa.site-ym.com/members/?id=15421294
ST. JOSEPH'S/CANDLER IMMEDIATE CARE - HINESVILLE,912 332-7262 (Phone),,http://yourimmediatecarecenters.com/,tsummers@geamba.com,12/22/2017,Member Clinic,N,,,,,,Hinesville,Georgia,United States,31313-2808,780 E Oglethorpe Hwy,,http://ucaoa.site-ym.com/members/?id=15421295
SOUTH VALLEY OCC,408 842-1544 (Phone),,http://www.cep.com/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Gilroy,California,United States,95020-7200,8833 Monterey Rd,Ste H,http://ucaoa.site-ym.com/members/?id=15421296
UR MEDICINE URGENT CARE SPENCERPORT,585 349-7094 (Phone),,https://www.urmc.rochester.edu/urgent-care/,Andrea_dangelo@urmc.rochester.edu,12/22/2017,Member Clinic,,,2016 - Q3,2019 - Q3,,,Spencerport,New York,United States,14559-2180,42 Nichols St,Ste 1,http://ucaoa.site-ym.com/members/?id=15421297
ST. LUKE'S URGENT CARE O'FALLON,636 695-2500 (Phone),"
636 695-2515 (Fax)",http://www.stlukes-stl.com/services/urgent_care/,communications@stlukes-stl.com,12/22/2017,Member Clinic,Y,,,,,,O Fallon,Missouri,United States,63368-3618,5551 Winghaven Blvd,Ste 100,http://ucaoa.site-ym.com/members/?id=15421302
ST. LUKE'S URGENT CARE CREVE COEUR,314 542-7690 (Phone),"
314 542-7698 (Fax)",http://www.stlukes-stl.com/,Dianne.Ceriotti@stlukes-stl.com,12/22/2017,Member Clinic,Y,,,,,,Creve Coeur,Missouri,United States,63141-7111,11550 Olive Blvd,,http://ucaoa.site-ym.com/members/?id=15421304
ST. LUKE'S URGENT CARE KIRKWOOD,314 965-6871 (Phone),"
314 821-3245 (Fax)",http://www.stlukes-stl.com/services/urgent_care/,communications@stlukes-stl.com,12/22/2017,Member Clinic,Y,,,,,,Kirkwood,Missouri,United States,63122-6119,455 S  Rd,Attn Loujenneman,http://ucaoa.site-ym.com/members/?id=15421306
ST. LUKE'S URGENT CARE WELDON SPRING,636 300-0370 (Phone),"
636 300-8072 (Fax)",http://www.stlukes-stl.com/services/urgent_care/,Louise.Jenneman@stlukes-stl.com,12/22/2017,Member Clinic,Y,,,,,,Weldon Spring,Missouri,United States,63304-7625,1051 Wolfrum Rd,Attn: Lou Jenneman,http://ucaoa.site-ym.com/members/?id=15421307
ST.JOSEPH'S/CANDLER IMMEDIATE CARE - RINCON,912 295-5860 (Phone),,http://yourimmediatecarecenters.com/,tsummers@geamba.com,12/22/2017,Member Clinic,N,,,,,,Rincon,Georgia,United States,31326,5621 US Hwy 21 S,,http://ucaoa.site-ym.com/members/?id=15421310
STAT HEALTH CUTCHOGUE,631 734-5505 (Phone),,http://stathealthny.com/,kruggiero@stathealthny.com,12/22/2017,Member Clinic,,,2011 - Q4,2020 - Q4,,,Cutchogue,New York,United States,11935,32645 Main Road,,http://ucaoa.site-ym.com/members/?id=15421311
ADVANTAGE CARE PHYSICIANS - ANNADALE,718 948-8413 (Phone),,http://www.si-pp.com/,cparadiso@si-pp.com,12/22/2017,Member Clinic,,as of 7/27/17: Daily 8am-8pm,2009 - Q3,2020 - Q2,,,Staten Island,New York,United States,10312-6315,4771 Hylan Blvd,,http://ucaoa.site-ym.com/members/?id=15421312
SUNCOAST URGENT CARE SPRING HIIL,352 684-3288 (Phone),,http://www.suncoastucc.com/,trinityurgentcare@yahoo.com,12/22/2017,Member Clinic,,"as of 7/31/17: M-Sat: 9am-9pm, Sun: 10am-4pm",2010 - Q1,2019 - Q2,,,Spring Hill,Florida,United States,34609-2468,4112 Mariner Blvd,,http://ucaoa.site-ym.com/members/?id=15421314
THE DOCTORS' OFFICE URGENT CARE - PARAMUS,201 265-9500 (Phone),,http://www.thedoctorsofficeurgentcare.com/,dmarasco@medexcelusa.com,3/16/2018,Member Clinic,,,2012 - Q2,2021 - Q1,,,Paramus,New Jersey,United States,07652-4025,110 E Ridgewood Ave,,http://ucaoa.site-ym.com/members/?id=15421317
THE DOCTORS' OFFICE URGENT CARE - WEST CALDWELL,973 808-2273 (Phone),,http://www.thedoctorsofficeurgentcare.com/,dmarasco@medexcelusa.com,3/15/2018,Member Clinic,,,2012 - Q2,2021 - Q2,,,West Caldwell,New Jersey,United States,07006-7449,556 Passaic Ave,,http://ucaoa.site-ym.com/members/?id=15421318
OCHSNER URGENT CARE THIBODAUX,985 446-5210 (Phone),"
985 446-8327 (Fax)",https://www.ochsner.org/,trogers@mhmurgentcare.com,12/22/2017,Member Clinic,Y,,2010 - Q1,2016 - Q3,,,Thibodaux,Louisiana,United States,70301-2996,318 N Canal Blvd,,http://ucaoa.site-ym.com/members/?id=15421319
DWELL FAMILY DOCTORS EAST TREMONT AVE,718 597-5800 (Phone),,http://www.dwellfamilydoctors.com/,sconforti@dwellfamilydoctors.com,12/22/2017,Member Clinic,,,2013 - Q4,2020 - Q4,,,Bronx,New York,United States,10461-5707,3231 E Tremont Ave,,http://ucaoa.site-ym.com/members/?id=15421320
UH CONCORD HEALTH CENTER URGENT CARE,440 358-0400 (Phone),"
440 358-5401 (Fax)",http://www.uhhospitals.org/,SMc@MCUCM.org,12/22/2017,Member Clinic,,,,,,,Painesville,Ohio,United States,44077,7500 Auburn Road,,http://ucaoa.site-ym.com/members/?id=15421321
UH MENTOR HEALTH CENTER URGENT CARE CENTER,440 255-0800 (Phone),,http://www.uhhospitals.org/,SMc@MCUCM.org,12/22/2017,Member Clinic,,,,,,,Mentor,Ohio,United States,44060,9000  Avenue,,http://ucaoa.site-ym.com/members/?id=15421322
UH TWINSBURG HEALTH CENTER URGENT CARE,330 405-1500 (Phone),"
330 486-9660 (Fax)",http://www.uhhospitals.org/,SMc@MCUCM.org,12/22/2017,Member Clinic,,,,,,,Twinsburg,Ohio,United States,44087,8819 Commons Boulevard,,http://ucaoa.site-ym.com/members/?id=15421323
UH WESTLAKE HEALTH CENTER URGENT CARE,440 250-5366 (Phone),"
440 250-5377 (Fax)",http://www.uhhospitals.org/,SMc@MCUCM.org,12/22/2017,Member Clinic,,,,,,,Westlake,Ohio,United States,44145-1590,960 Clague Rd,Ste 1100B,http://ucaoa.site-ym.com/members/?id=15421324
ULTIMED URGENT CARE RIO RANCHO,505 771-9833 (Phone),"
505 771-9834 (Fax)",http://www.ultimed.net/,ldfraker@gmail.com,2/6/2018,Member Clinic,N,"as of 7/31/17: 9am-5pm, Sat-Sun: 10am-4pm",2011 - Q4,2021 - Q1,,,Rio Rancho,New Mexico,United States,87144-8625,7555 Enchanted Hills Blvd NE,Ste 101,http://ucaoa.site-ym.com/members/?id=15421325
UPMC URGENT CARE AT HERMITAGE,724 347-1004 (Phone),,http://www.upmc.com/urgentcare,reimoldrl@upmc.edu,1/4/2018,Member Clinic,Y,"as of 8/28/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Hermitage,Pennsylvania,United States,16148-3114,1075 N  Rd,,http://ucaoa.site-ym.com/members/?id=15421326
UPMC URGENT CARE AT MONROEVILLE,412 666-0133 (Phone),,http://www.upmc.com/urgentcare,brucecl@upmc.edu,1/4/2018,Member Clinic,Y,"as of 8/28/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Monroeville,Pennsylvania,United States,15146-2663,4145 William Penn Hwy,Ste 1,http://ucaoa.site-ym.com/members/?id=15421327
UPMC URGENT CARE AT NATRONA HEIGHTS,724 224-2701 (Phone),,http://www.upmc.com/urgentcare,reimoldrl@upmc.edu,1/4/2018,Member Clinic,Y,"as of 8/28/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Natrona Heights,Pennsylvania,United States,15065-2234,1870 Broadview Blvd,,http://ucaoa.site-ym.com/members/?id=15421328
UPMC URGENT CARE AT SHADYSIDE,412 623-4114 (Phone),,http://www.upmc.com/urgentcare,reimoldrl@upmc.edu,1/4/2018,Member Clinic,Y,"as of 8/28/17: M-F: 9am - 9pm, S/S: 9am - 9pm",,,,,Pittsburgh,Pennsylvania,United States,15232-1304,5230 Centre Ave,,http://ucaoa.site-ym.com/members/?id=15421330
PROMPTU IMMEDIATE CARE BULVERDE,830 438-2544 (Phone),,http://www.promptucare.com/,sreilly@promptucare.com,12/22/2017,Member Clinic,Y,,2009 - Q4,2018 - Q4,,,Spring Branch,Texas,United States,78070-6881,19750 State Highway 46 W,Ste 104,http://ucaoa.site-ym.com/members/?id=15421331
PROMPTU IMMEDIATE CARE NEW BRAUNFELS,830 387-4991 (Phone),,http://www.promptucare.com/,sreilly@promptucare.com,1/31/2018,Member Clinic,Y,,2011 - Q2,2017 - Q3,,,New Braunfels,Texas,United States,78132-4746,1659 W State Highway 46,Ste 160,http://ucaoa.site-ym.com/members/?id=15421332
URGENT CARE BY LIFETIME HEALTH - FOLSOM HEALTH CEN,585 338-1200 (Phone),"
585 272-0673 (Fax)",http://www.lifetimehealth.org/home/patientinfo/urgentcare,chrysapac@gmail.com,12/22/2017,Member Clinic,,,2011 - Q4,2018 - Q1,,,Rochester,New York,United States,14623-2532,1850 Brighton Henrietta Town Line Rd,,http://ucaoa.site-ym.com/members/?id=15421334
URGENT CARE BY LIFETIME HEALTH - GREECE HEALTH CEN,585 338-1200 (Phone),"
585 227-8322 (Fax)",http://www.lifetimehealth.org/home/patientinfo/nurseadvice/afterhours,chrysapac@gmail.com,12/22/2017,Member Clinic,,,2011 - Q4,2018 - Q1,,,Greece,New York,United States,14612,470 Long Pond Road,,http://ucaoa.site-ym.com/members/?id=15421335
PHYSICIANONE URGENT CARE BROOKFIELD,203 885-0808 (Phone),,http://www.physicianoneurgentcare.com/,lrosen@physicianoneurgentcare.com,12/22/2017,Member Clinic,,,2010 - Q3,2020 - Q2,,,Brookfield,Connecticut,United States,06804-1714,31 Old Route 7,Ste 1,http://ucaoa.site-ym.com/members/?id=15421342
URGENT CARE OF GREEN COUNTRY: BIXBY,918 369-9555 (Phone),,http://www.nextcare.com/,lindaratner@nextcare.com,12/22/2017,Member Clinic,,,2009 - Q3,2012 - Q3,,,Bixby,Oklahoma,United States,74008-2027,11717 S Memorial Dr,,http://ucaoa.site-ym.com/members/?id=15421343
URGENT CARE OF GREEN COUNTRY: PRYOR,918 825-7555 (Phone),,http://www.nextcare.com/,lindaratner@nextcare.com,12/22/2017,Member Clinic,,,2009 - Q3,2012 - Q3,,,Pryor,Oklahoma,United States,74361-9192,4115 Redden,,http://ucaoa.site-ym.com/members/?id=15421345
URGENT MEDCARE MADISON,256 830-5777 (Phone),,http://www.urgentmedcareonline.com/,bmiller@crhhealthcare.com,12/22/2017,Member Clinic,,,,,,,Madison,Alabama,United States,35757-8327,7583 Wall Triana Hwy,,http://ucaoa.site-ym.com/members/?id=15421348
URGENT MEDCARE HUNTSVILLE,256 382-3680 (Phone),,http://www.urgentmedcareonline.com/,bmiller@crhhealthcare.com,12/22/2017,Member Clinic,,,,,,,Huntsville,Alabama,United States,35811-7800,46 Shields Rd,,http://ucaoa.site-ym.com/members/?id=15421349
VALLEY HEALTH URGENT CARE FRONT ROYAL,540 635-0700 (Phone),"
540 636-6926 (Fax)",http://www.valleyhealthlink.com/,jmeza@valleyhealthlink.com,12/22/2017,Member Clinic,,,2013 - Q1,2019 - Q4,,,Front Royal,Virginia,United States,22630-6768,65 Riverton Commons Dr,,http://ucaoa.site-ym.com/members/?id=15421352
"VALLEY IMMEDIATE CARE, LLC - GRANTS PASS",541 479-1090 (Phone),"
541 474-2223 (Fax)",http://www.valley-ic.com/,pbons@valley-ic.com,12/22/2017,Member Clinic,,"as of 11/1/17: M-F: 8am - 8pm, S/S: 9am - 6pm",2009 - Q3,2018 - Q4,,,Grants Pass,Oregon,United States,97526-4260,162 NE Beacon Dr,Ste 103,http://ucaoa.site-ym.com/members/?id=15421353
"VALLEY IMMEDIATE CARE, LLC - SOUTH",541 773-4029 (Phone),"
541 734-7060 (Fax)",http://www.valley-ic.com/,pbons@valley-ic.com,12/22/2017,Member Clinic,,"as of 11/1/17: M-F: 8am - 8pm, S/S: 9am - 6pm",2009 - Q3,2018 - Q4,,,Medford,Oregon,United States,97501-7903,235 E Barnett Rd,Ste 106,http://ucaoa.site-ym.com/members/?id=15421354
URGENT TEAM JACOBS CLINIC,870 238-3261 (Phone),,http://www.urgentteam.com/urgent-team,mstevens@sherwoodurgentcare.com,12/22/2017,Member Clinic,N,"as of 11/13/17: M-F: 8am - 5pm, Sat: 8am - 2pm",,,,,Wynne,Arkansas,United States,72396-3511,411 Falls Blvd S,Ste 2,http://ucaoa.site-ym.com/members/?id=15421356
URGENT TEAM MURFREESBORO,615 217-6900 (Phone),,http://www.urgentteam.com/urgent-team,jworley@urgentteam.com,12/22/2017,Member Clinic,N,"as of 11/13/17: M-F: 8am - 8pm, Sat: 9am - 5pm, Sun: 1pm - 5pm",,,,,Murfreesboro,Tennessee,United States,37129-5156,2445 Memorial Blvd,Ste C,http://ucaoa.site-ym.com/members/?id=15421357
URGENT TEAM CULLOM CLINIC,870 563-6512 (Phone),,http://www.urgentteam.com/urgent-team,mmoore@urgentteam.com,12/22/2017,Member Clinic,N,as of 11/13/17: M-F: 8am - 4:30pm,,,,,Osceola,Arkansas,United States,72370-3506,700 W Keiser Ave,,http://ucaoa.site-ym.com/members/?id=15421359
URGENT TEAM SPRINGFIELD,615 380-8411 (Phone),,http://www.urgentteam.com/urgent-team,afisher@urgentteam.com,12/22/2017,Member Clinic,N,"as of 11/13/17: M-F: 8am - 7pm, Sat: 9am - 5pm, Sun: 1pm - 5pm",,,,,Springfield,Tennessee,United States,37172-3925,2662 Memorial Blvd,,http://ucaoa.site-ym.com/members/?id=15421360
WILLIS-KNIGHTON QUICK CARE - SOUTH,318 212-5520 (Phone),,http://www.wkquickcare.com/,lsawrie@wkhs.com,3/20/2018,Member Clinic,,,2011 - Q4,2021 - Q1,,,Shreveport,Louisiana,United States,71118-3130,2520 Bert Kouns Industrial Loop,Ste 105,http://ucaoa.site-ym.com/members/?id=15421364
YOUR DOC'S IN EASTON,410 822-0200 (Phone),"
410 820-0237 (Fax)",http://www.yourdocsin.com/,angela@yourdocsin.net,12/22/2017,Member Clinic,,,,,,,Easton,Maryland,United States,21601-7145,8163 Ocean Gtwy,,http://ucaoa.site-ym.com/members/?id=15421367
YOUR DOC'S IN POCOMOKE,443 437-7368 (Phone),,http://www.yourdocsin.com/,angela@yourdocsin.net,12/22/2017,Member Clinic,,,,,,,Pocomoke City,Maryland,United States,21851-3017,1511 Ocean Hwy,,http://ucaoa.site-ym.com/members/?id=15421368
AFC FESTIVAL CENTRE,251 343-5263 (Phone),"
251 344-5348 (Fax)",https://www.afcurgentcare.com/,karnette@americanfamilycare.com,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Mobile,Alabama,United States,36609-1705,900 Montlimar Dr,,http://ucaoa.site-ym.com/members/?id=15421369
AFC PELHAM,205 621-6411 (Phone),"
205 621-0794 (Fax)",https://www.afcurgentcare.com/,karnette@americanfamilycare.com,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Pelham,Alabama,United States,35124-1799,2970  Pkwy,,http://ucaoa.site-ym.com/members/?id=15421370
AFC TRUSSVILLE,205 655-4002 (Phone),"
205 661-0923 (Fax)",https://www.afcurgentcare.com/,karnette@americanfamilycare.com,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 8pm, S/S: 8am - 8pm",,,,,Birmingham,Alabama,United States,35235-8633,5892 Trussville Crossings Pkwy,,http://ucaoa.site-ym.com/members/?id=15421371
AFC WHITESBURG,256 882-9711 (Phone),"
256 882-0649 (Fax)",https://www.afcurgentcare.com/,karnette@americanfamilycare.com,12/22/2017,Member Clinic,N,"as of 8/17/17: M-F: 8am - 6pm, S/S: 8am - 6pm",,,,,Huntsville,Alabama,United States,35802-4557,8151 Whitesburg Dr SE,,http://ucaoa.site-ym.com/members/?id=15421372
CARE STATION WEST,708 974-7600 (Phone),,http://www.lcmh.org/carestation,mhacker@lcmh.org,12/22/2017,Member Clinic,Y,"as of 7/31/17: M-Th: 8am-8pm, F: 8am-6pm, Sat-Sun: 8am-4pm",2014 - Q4,2020 - Q4,,,Oak Lawn,Illinois,United States,60453-2199,6700 W 95th St,Ste 1,http://ucaoa.site-ym.com/members/?id=15421374
CARLE CONVENIENT CARE MATTOON,217 258-5900 (Phone),,http://carle.org/,Stacie.Teak@carle.com,12/22/2017,Member Clinic,,,,,,,Mattoon,Illinois,United States,61938-9200,2512 Hurst Dr,,http://ucaoa.site-ym.com/members/?id=15421375
SADDLEBACK PHYSICIAN SERVICES,949 837-4500 (Phone),,http://www.memorialcare.org/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Laguna Hills,California,United States,92653-3689,24451 Health Center Dr,,http://ucaoa.site-ym.com/members/?id=15421377
SUTTER DELTA UCC,925 779-7200 (Phone),,http://www.sutterdelta.org/,wardt@medamerica.com,12/22/2017,Member Clinic,Y,,,,,,Antioch,California,United States,94509-6200,3901 Lone Tree Way,,http://ucaoa.site-ym.com/members/?id=15421379
MORRIS HOSPITAL RIDGE ROAD CAMPUS,815 521-1500 (Phone),"
815 942-4913 (Fax)",http://morrishospital.org/,ksmith@morrishospital.org,12/22/2017,Member Clinic,Y,,,,,,Channahon,Illinois,United States,60410-1417,27240 W Saxony Dr,Ste 101,http://ucaoa.site-ym.com/members/?id=15421383
MASH URGENT CARE ORCHARD PARK,716 362-8777 (Phone),,http://mashurgentcare.com/,jaugustino@proesinc.com,12/22/2017,Member Clinic,,,,,,,Orchard Park,New York,United States,14127-1241,3245 Southwestern Blvd,,http://ucaoa.site-ym.com/members/?id=15421406
MEDEXPRESS URGENT CARE NORTH HUNTINGDON,724 863-4362 (Phone),"
724 863‐6024 (Fax)",https://www.medexpress.com/,nicole.hurst@medexpress.com,12/22/2017,Member Clinic,N,,,,,,North Huntingdon,Pennsylvania,United States,15642-1843,12116 State Route 30,,http://ucaoa.site-ym.com/members/?id=15421407
MEDEXPRESS URGENT CARE UNIONTOWN,724 439-3627 (Phone),"
724 439-0489 (Fax)",https://www.medexpress.com/,nicole.hurst@medexpress.com,12/22/2017,Member Clinic,N,,,,,,Uniontown,Pennsylvania,United States,15401-3107,289 McClellandtown Rd,,http://ucaoa.site-ym.com/members/?id=15421408
NEXTCARE URGENT CARE MESA (MCKELLIPS),480 832-2223 (Phone),,http://www.nextcare.com/,davidpatterson@nextcare.com,12/22/2017,Member Clinic,,,,,,,Mesa,Arizona,United States,85215-2558,4401 E McKellips Rd,Ste 102,http://ucaoa.site-ym.com/members/?id=15421412
NEXTCARE URGENT CARE GLENDALE (W NORTHERN AVE),623 872-2226 (Phone),,http://www.nextcare.com/,audaewilliams@nextcare.com,12/22/2017,Member Clinic,,,,,,,Glendale,Arizona,United States,85305-1119,9494 W Northern Ave,Ste 101,http://ucaoa.site-ym.com/members/?id=15421413
NEXTCARE URGENT CARE SURPRISE,623 385-7299 (Phone),,http://www.nextcare.com/,audaewilliams@nextcare.com,12/22/2017,Member Clinic,,,,,,,Surprise,Arizona,United States,85374-2700,14800 W Mountain View Blvd,Ste 190,http://ucaoa.site-ym.com/members/?id=15421416
NEXTCARE URGENT CARE PHOENIX TATUM,480 776-0021 (Phone),"
480 776-0026 (Fax)",http://www.nextcare.com/,adriancastro@nextcare.com,12/22/2017,Member Clinic,,,,,,,Phoenix,Arizona,United States,85050-4251,20950 N Tatum Blvd,Ste 190,http://ucaoa.site-ym.com/members/?id=15421417
NEXTCARE URGENT CARE TUCSON (CALLE SANTA CRUZ),520 573-7500 (Phone),"
520 573-7557 (Fax)",http://www.nextcare.com/,Charlottewoodring@nextcare.com,12/22/2017,Member Clinic,,,,,,,Tucson,Arizona,United States,85706-3963,5369 S Calle Santa Cruz,Ste 145,http://ucaoa.site-ym.com/members/?id=15421418
NEXTCARE URGENT CARE TUCSON (ORACLE),520 887-0095 (Phone),"
520 887-0160 (Fax)",http://www.nextcare.com/,Charlottewoodring@nextcare.com,12/22/2017,Member Clinic,,,,,,,Tucson,Arizona,United States,85705-2101,4280 N Oracle Rd,Ste 100,http://ucaoa.site-ym.com/members/?id=15421419
